averangetime
160.46666666666667
175.03164556962025
175.64367816091954
141.01724137931035
155.9740932642487
381.01360544217687
182.7017543859649
126.70945945945945
133.6975945017182
135.65625
155.4975369458128
570.2386363636364
132.15126050420167
133.07719298245615
179.0392857142857
139.6865671641791
139.0295081967213
124.152
127.00904977375566
143.81911262798636
185.80084745762713
143.336
125.42164179104478
126.94827586206897
130.95357142857142
172.796992481203
189.22885572139305
547.1219512195122
144.21532846715328
135.8181818181818
124.00335570469798
127.08396946564885
115.1444866920152
142.95859872611464
137.96039603960395
161.3453237410072
134.37890625
156.38524590163934
121.99621212121212
131.56837606837607
119.47163120567376
135.4142259414226
145.83712121212122
137.34649122807016
243.4942196531792
131.74305555555554
131.1437908496732
160.27755102040817
258.88823529411764
236.2529761904762
195.36507936507937
246.24645892351276
137.9
219.15577889447235
167.49110320284697
118.39603960396039
167.04676258992805
190.78291814946618
136.4569536423841
124.35849056603773
156.34732824427482
246.74609375
137.62582781456953
137.02134146341464
188.99479166666666
291.69934640522877
119.31487889273356
152.02702702702703
122.55595667870035
208.0982905982906
185.9554794520548
140.21245421245422
127.97535211267606
174.2559241706161
246.94017094017093
134.24232081911262
140.79783393501805
166.701244813278
225.53846153846155
478.94444444444446
138.66666666666666
219.836820083682
224.55621301775147
140.58846153846153
134.15693430656935
137.6360294117647
135.71428571428572
125.08904109589041
132.60763888888889
156.2825278810409
121.96808510638297
129.63135593220338
146.9505300353357
131.9431818181818
125.08247422680412
169.20689655172413
222.1602564102564
134.8793103448276
145.89243027888446
129.9188191881919
198.1179245283019
249.4681647940075
133.62271062271063
161.87109375
147.0546218487395
131.53763440860214
129.18794326241135
148.2258064516129
158.15217391304347
142.50892857142858
192.4536082474227
178.6326530612245
184.10243902439024
484.05801104972375
139.3127147766323
134.5390625
131.31944444444446
126.54430379746836
128.6403162055336
182.7087912087912
454.495652173913
485.6934673366834
184.30088495575222
133.3968253968254
143.08984375
138.1984126984127
139.4264705882353
141.22304832713755
141.08424908424908
139.1472602739726
167.67450980392158
129.27777777777777
149.83150183150184
216.40865384615384
517.2693333333333
142.2325581395349
139.4794520547945
140.931654676259
133.0958466453674
138.50607287449392
130.70307167235495
137.25704225352112
139.3099173553719
146.03787878787878
134.8171206225681
186.59756097560975
150.87234042553192
184.53645833333334
347.2165354330709
162.35125448028674
155.39732142857142
206.38616714697406
155.59109311740892
126.35205992509363
144.518018018018
147.8707224334601
135.25589225589226
170.11702127659575
159.35361216730038
129.25986842105263
166.4794520547945
129.6951566951567
127.67080745341615
169.2375
447.59060402684565
212.7608695652174
177.3657142857143
582.483552631579
136.18309859154928
179.8875
538.0214067278288
144.70048309178745
138.19230769230768
185.73991031390133
314.37048192771084
163.54123711340208
291.76807228915663
168.36666666666667
150.57491289198606
139.34035087719298
141.88235294117646
528.4323529411764
196.84422110552765
292.98371335504885
173.13392857142858
134.5037037037037
210.44444444444446
189.20344827586206
139.9641693811075
123.00813008130082
146.98181818181817
140.5625
150.0893470790378
276.0851063829787
182.31103678929765
174.44949494949495
368.58092485549133
140.06521739130434
131.67080745341616
175.62608695652173
136.35256410256412
136.3843648208469
148.25757575757575
129.10355987055016
136.90243902439025
140.11888111888112
152.7219730941704
191.09202453987731
146.21863799283153
139.51492537313433
116.19243986254295
136.26573426573427
130.22033898305085
126.4079754601227
161.0185873605948
122.77635782747603
123.5340909090909
139.47841726618705
128.53333333333333
143.34154929577466
141.56209150326796
142.2253968253968
118.66777408637874
128.71192052980132
133.0734693877551
135.33766233766235
132.4699248120301
141.67474048442907
150.12107623318386
171.70053475935828
457.9277777777778
155.48333333333332
131.77407407407406
135.96103896103895
173.67027027027027
444.14814814814815
129.40522875816993
130.01712328767124
116.07407407407408
146.0943396226415
127.62289562289563
133.0097719869707
130.90513833992094
150.8320610687023
147.86301369863014
141.31726907630522
141.38661710037175
144.01351351351352
149.33916083916083
192.02118644067798
134.55438596491229
127.11111111111111
175.79444444444445
518.255
637.7706093189964
174.04182509505702
133.6679389312977
137.55591054313098
150.46747967479675
156.10619469026548
126.08754208754209
121.96949152542373
125.7864406779661
139.2689393939394
176.47210300429185
133.89370078740157
127.07
158.27522935779817
137.57894736842104
153.49820788530465
126.53879310344827
128.89019607843136
129.27242524916943
133.98909090909092
133.84920634920636
122.66326530612245
127.54482758620689
165.86206896551724
260.4509090909091
141.87951807228916
157.10756972111554
139.21192052980132
125.20769230769231
147.16182572614107
148.29354838709676
151.372
126.34129692832765
125.2751677852349
136.18045112781954
142.4966216216216
140.2190812720848
168.12612612612614
170.93154761904762
179.17924528301887
268.6346749226006
210.10333333333332
140.29153605015674
132.28057553956833
136.32986111111111
141.0064935064935
116.20295202952029
134.2605633802817
122.81395348837209
127.35051546391753
126.89430894308943
139.38524590163934
140.12156862745098
131.06849315068493
143.46376811594203
131.34265734265733
128.15963855421685
136.19494584837545
179.46190476190475
406.87550200803213
176.2322097378277
126.31929824561404
123.70384615384616
136.82432432432432
133.53903345724908
126.0355871886121
149.75347222222223
135.78205128205127
119.60526315789474
119.32456140350877
141.9765625
134.21189591078067
138.42570281124497
142.73244147157192
156.78548895899053
140.40174672489084
148.41869918699186
219.55357142857142
172.41975308641975
488.3786982248521
135.4189723320158
130.95925925925926
124.43986254295532
139.34494773519162
144.98561151079136
147.4308176100629
133.31439393939394
135.4382470119522
137.2549019607843
142.1711409395973
135.3385579937304
133.01360544217687
136.45454545454547
124.6864406779661
133.63736263736263
133.8095238095238
160.17813765182186
325.4114285714286
526.9918032786885
140.5820895522388
185.4825870646766
372.655487804878
269.73221757322176
150.7741935483871
124.77674418604651
142.715953307393
135.679180887372
142.70081967213116
144.85766423357666
124.7
122.1875
179.87966804979254
