t1,t2,t3,t4
51.20346113220723,17.536600648321645,14.775212083735493,26.73842804870898
14.96265289700534,37.796377906094385,7.876250938188688,38.86881837839385
7.824834166788616,9.206854115492694,20.354136221081237,18.706958976705515
52.65268883215956,9.490411033349336,52.15888160284679,39.64612795738577
37.937245675468745,35.96207282850889,7.115590426612021,30.617822953201323
42.888533915811,31.815002397741033,35.53008005614816,54.87277228701376
36.5124429100385,54.88352118579532,40.729264085153865,10.982094560781945
11.140070209098326,50.64063819964712,28.112007310068602,11.956892198304303
11.472842031646282,26.68415045303445,9.410594108526325,7.099878585593381
30.60302357415668,33.35289417974595,37.34240572312638,42.22234916483159
18.562475654293237,19.57872548016069,5.764547489890272,55.448201104248206
1.0729274956934116,4.407949912126325,26.92727032612134,54.26705714770532
6.158533572300071,27.97148756699791,26.018104033068308,47.41366251177131
19.56864677298947,47.579983958969144,27.26126867720547,42.322137484407904
17.707495552184707,25.951749610106152,51.078382860205785,19.711763383897857
18.587937490234616,44.39869442156494,11.625599278038019,52.531320381927706
26.739395630650133,33.70627292897259,57.3229516470976,40.11204312562088
37.38035150432829,47.99193832342985,45.90982084258197,35.09281784368911
28.099355087869522,40.65680637686404,23.6832989217675,17.28230788192476
35.75871860381937,46.694785258591395,29.405749664108402,18.580495959588013
23.63712644547258,11.318687640986052,29.965044744221846,2.6519826497044083
37.666180284285474,51.61988807558137,44.36118720401545,34.84876210205034
10.195315897747877,56.75957354805449,50.401960343588065,7.09461102377156
43.08331048594805,24.081098725187825,10.15680902844378,43.08214713586997
30.032798752333527,11.329119006829382,9.950876450585548,38.32110575781093
46.04020556009564,46.37660223846494,39.83833582533806,18.87735632380553
27.374182890558014,2.5640360301063643,23.95797446056205,31.175679794269332
31.62413149037561,37.46632684995601,46.1324849873474,53.547777084417085
29.17883070258136,23.795183961286416,37.465483128637196,10.444018961844828
32.69572171358582,34.97125730687154,29.13162726789798,18.16239548886913
31.7852435855867,39.16998392557645,32.591947827986594,32.20160450568332
29.523918082662952,47.477937492223994,32.32511126344911,28.98278140203912
44.1655030277328,35.76963227887292,5.836401368103609,29.263936373751832
28.800907409774123,38.07071867492472,40.86221067269304,10.766624877603315
24.124783521719532,44.5914219481657,21.593980012868556,23.399466927237082
38.932589471718714,9.814621560929883,54.51862528901279,14.137684763894418
47.3448947302801,9.283673037736065,28.532394185550956,48.074868210278254
27.296347784894518,47.90839232889341,36.6121312264631,59.70300197815979
38.02403052988566,35.163762372745985,29.908876826155122,31.151545514692444
58.66848495087968,55.374645010896465,44.80510837258764,13.198831164982485
1.998463100075901,20.043734736750636,4.404089772865975,23.3601147286565
2.5729473792453623,31.252331377621825,35.53945768258023,46.16396706206914
46.0059059772925,18.934145080966648,26.96548358437845,39.110303177673195
47.5827186179483,12.659808468753875,22.73559914175887,4.644378559607072
17.42417253240474,54.17557559791324,11.025899591066551,17.8219270692692
23.81070915867523,25.87444583267145,28.85517737519205,30.536358450128912
26.835829292956127,2.6760836849208305,44.74685322521462,50.89364104792278
28.211830582758008,32.66943334122133,30.53388668792705,41.00464721560533
26.594510398813327,36.10979836115194,11.984821615624387,20.766592621388597
45.32804476766794,55.71440285132793,5.765404472018455,41.968208126586745
30.567255754556417,28.14804490133539,12.27320971374111,13.361344446753922
14.318901784932457,34.95452365115838,35.60966420938426,39.21782635606081
30.396677264796374,31.313439247775708,35.83749472927527,27.745650222058668
16.944329913646616,46.03105579085592,29.176028995193,21.540941825986827
28.457747834051908,50.9473881417575,37.63194063490147,27.23607267827927
33.51936283047195,29.938654102480367,12.115212603635163,26.942904160144707
27.73121817015235,45.606858453928815,6.411704133178846,19.375987286723426
12.88178782834781,49.80481866097898,49.740913416053765,38.40018290870049
27.050528540285594,44.296939564627095,54.12468089773536,33.88744198748236
36.415773495859725,44.71991472998525,35.778838172742944,7.741664694905845
46.226322472274774,33.69280303748212,39.94335887719264,30.253667751686983
33.785835385809214,35.49045082666232,51.101050619826765,25.367062496396777
20.540013391378338,17.044606165725632,41.30266737300681,33.02271432592266
44.93707364732761,17.790743512978406,18.19005104186899,42.99224911512616
8.348525581692064,27.84700092792143,14.165765791002046,40.44854139657539
18.747596925154724,9.65115810691714,12.819218221362629,18.06676421252093
18.95434412942376,45.34702060921602,8.930726077579514,23.54058117816753
18.680905921899516,40.8206462557689,34.29845694584419,43.3652824598409
22.581992270609184,52.65090654258077,24.469285787079887,42.08904083520078
43.72376063411112,38.037331760355805,15.68371215446625,41.259530117383626
35.84451451206287,34.63809393250732,33.576940228720545,3.364238708415889
13.916365322349778,41.30187402632731,10.715430595667831,24.754320586667582
52.07048458063267,36.96137980368491,43.388875411018226,6.304655187845755
30.45874819644505,27.91186470891656,2.1053703697491204,19.053209782110766
50.45539294403623,27.280835724346602,33.588379935089044,48.37389288804619
18.170815630628116,16.478115421316524,15.324145676740764,37.57090757201457
37.96234383052952,57.23335617237329,30.525929873539344,51.02557082924372
0.11608519786641487,36.10248402302434,21.213557135525466,44.80751294523717
11.16505432597821,36.86615293005502,10.232717155095525,41.44638407068692
14.004632215819377,42.97061163409782,39.758202694572674,41.419234651130644
39.649719301332375,22.73379991288729,48.364933543498054,4.390818573175856
