t1,t2,t3,t4
7.775063161971464,29.16892442528019,12.13244577119997,46.39711300179908
32.97192795190614,47.05562885891199,53.89290125247617,23.722896707293717
12.461918217706126,30.897283529807893,27.512191135893946,40.174965777434984
27.93806517665488,40.28644078631298,53.370271402506525,41.21435163142646
4.584734064835302,20.32853378185572,48.98165851715285,19.054550623432217
28.574834888826736,58.46060501389245,39.26640336553986,46.405028872650135
10.685551849617063,48.377006967993644,38.161504853035254,6.459987540439816
22.16643583257926,18.088308990164425,38.05335533145117,17.49786735887909
45.80728153297352,31.821898517768915,17.98979783124999,35.121288259578655
25.20174057016684,45.81114986444218,21.42233224121928,27.507264896164237
4.413183498993368,19.672184145125115,45.550192761110104,57.96661021941358
23.434295099564373,17.174406097741812,48.057808037175555,6.9716010556282955
34.301181785172176,33.48057959688971,21.428167095496832,30.214682551803065
36.47111730187995,55.41575361059501,26.429019698492336,13.311213995594402
13.549887192689079,47.39244257133466,50.384971833599366,23.187609933296837
40.174821850421445,56.1039496519617,1.0330455526369036,42.39426221355088
41.171003269450495,14.330219187610481,25.180038531032828,19.407916134583203
29.736259421199602,9.90025109776838,38.226729233679244,29.17280030482766
48.48494267334186,8.514113735550826,27.465742156718377,40.51549415204849
54.06689699280625,59.0877476024118,54.157185888219296,54.92606507043193
10.24372109401722,46.53926524741911,19.209935374926346,24.22221704020152
30.530994177495476,39.209520220280176,6.5486274395444495,50.52319862153211
23.079426106891162,14.81478140525222,16.983648145664286,30.578457463785895
35.72233791894621,28.530703133872784,22.295598123641994,14.490509448507837
22.84862487417317,34.267277942552425,21.109793758438347,31.125492030463427
10.328301380367291,38.224190744984035,46.170824322488,24.732292954019314
1.1954363390197564,44.05153687021836,21.379591030979626,6.631143045046092
15.293221553636805,33.5095892539007,48.93820419122409,20.16462656056251
32.918206599206826,55.90180828072461,18.069639809294678,36.8306977592405
37.826184919629156,22.428074630492684,17.600943376117108,58.46767375975422
21.988880520243885,32.09725665180894,28.473899458939155,11.852821445620684
24.160321585328933,13.133928394828668,15.984460154768637,29.455053030516353
19.133733832445323,12.858603160631375,19.841367706205578,10.353808246607338
27.641520170451177,49.500419346437894,18.99406810481616,29.3848007265423
52.79031876229341,54.16288765546559,17.56979901996109,32.28503306586319
15.085615921174663,41.55824600842532,51.419235488076474,16.992195619432103
54.28550649999538,39.29814399739389,26.319326783454827,36.023523938011415
17.922800297811197,54.94314897301105,35.93105504396484,47.50332219037847
26.410160214356992,9.536773781316766,9.23799975045843,24.040770215277973
24.49353934638741,30.06742224899947,46.68513066071785,3.6691980479026816
42.79373488057571,24.79578536177855,16.47749324078461,4.13140111537811
48.8018381220817,10.475369973219639,53.01239411860292,23.342920170282262
11.609623765720258,17.514661766659103,26.328880965452704,30.257161777508866
56.54468015583245,47.98849525420582,2.7470493153066777,22.96380721546261
53.13075765493122,45.47987121475416,16.981433435073182,16.768411612816994
43.227349166497504,15.858750214206479,28.81807083192637,49.273488175184276
24.167650816347997,33.507789146912145,34.73613008998554,15.250452614878546
10.395264031425237,42.14909233379835,44.29510285437119,29.72732734821171
6.8412660222253265,39.21631024746256,29.478061243905685,11.574117994008098
57.00078652985346,45.14443430936167,37.02316893956208,29.509349977221476
7.90246446200374,45.89686332960264,23.20946741890949,58.22463462870181
26.943653408976775,24.806972624435012,32.075498869876995,24.84778483087135
54.38804131928044,46.240733605028275,45.55041791694817,28.58465001763139
